"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:1904902","BP","ESCRT III complex assembly",1,1,0.95986291822394,1
"GO:0106157","MF","peptidyl-arginine 3-dioxygenase activity",1,1,0.959865013581503,1
"GO:0050185","MF","phosphatidylinositol deacylase activity",1,1,0.959868894017585,1
"GO:0060825","BP","fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation",1,1,0.959869787485163,1
"GO:0090299","BP","regulation of neural crest formation",1,1,0.959869787485163,1
"GO:0090301","BP","negative regulation of neural crest formation",1,1,0.959869787485163,1
"GO:2000313","BP","regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation",1,1,0.959869787485163,1
"GO:2000314","BP","negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation",1,1,0.959869787485163,1
"GO:0003692","MF","left-handed Z-DNA binding",1,1,0.959872463361026,1
"GO:1902203","BP","negative regulation of hepatocyte growth factor receptor signaling pathway",1,1,0.959874243505201,1
"GO:2001112","BP","regulation of cellular response to hepatocyte growth factor stimulus",1,1,0.959874243505201,1
"GO:2001113","BP","negative regulation of cellular response to hepatocyte growth factor stimulus",1,1,0.959874243505201,1
"GO:0001543","BP","ovarian follicle rupture",1,1,0.959875132449954,1
"GO:0008425","MF","2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity",1,1,0.959879565901169,1
"GO:0014804","CC","terminal cisterna lumen",1,1,0.959879860799198,1
"GO:0070274","CC","RES complex",1,1,0.959881334040182,1
"GO:0005464","MF","UDP-xylose transmembrane transporter activity",1,1,0.959883099194059,1
"GO:0015790","BP","UDP-xylose transmembrane transport",1,1,0.959883099194059,1
"GO:0015098","MF","molybdate ion transmembrane transporter activity",1,1,0.95988398065607,1
"GO:0015689","BP","molybdate ion transport",1,1,0.95988398065607,1
"GO:0018549","MF","methanethiol oxidase activity",1,1,0.959889838111984,1
"GO:0002144","CC","cytosolic tRNA wobble base thiouridylase complex",1,1,0.959891880480077,1
"GO:0048792","BP","spontaneous exocytosis of neurotransmitter",1,1,0.959894500514709,1
"GO:0005477","MF","pyruvate secondary active transmembrane transporter activity",1,1,0.959895372397959,1
"GO:0015343","MF","siderophore-iron transmembrane transporter activity",1,1,0.959898273416884,1
"GO:0015603","MF","iron chelate transmembrane transporter activity",1,1,0.959898273416884,1
"GO:0042930","BP","enterobactin transport",1,1,0.959898273416884,1
"GO:0042931","MF","enterobactin transmembrane transporter activity",1,1,0.959898273416884,1
"GO:0001010","MF","RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity",1,1,0.959898563075989,1
"GO:1904998","BP","negative regulation of leukocyte adhesion to arterial endothelial cell",1,1,0.959898563075989,1
"GO:0003144","BP","embryonic heart tube formation",1,1,0.959900588432428,1
"GO:0044302","CC","dentate gyrus mossy fiber",1,1,0.959902032712792,1
"GO:0015074","BP","DNA integration",8,7,0.95990210005844,1
"GO:0160038","BP","somatic sensory system development",1,1,0.959906066089227,1
"GO:0035212","BP","cell competition in a multicellular organism",1,1,0.959906353593997,1
"GO:1990244","MF","histone H2AT120 kinase activity",1,1,0.959906353593997,1
"GO:0106258","MF","L-serine-phosphatidylcholine phosphatidyltransferase activity",1,1,0.959906928362813,1
"GO:0141125","MF","tRNA-queuosine(34) galactosyltransferase activity",1,1,0.959921195693612,1
"GO:0003083","BP","negative regulation of renal output by angiotensin",1,1,0.959922045588013,1
"GO:0003106","BP","negative regulation of glomerular filtration by angiotensin",1,1,0.959922045588013,1
"GO:1905368","CC","peptidase complex",126,117,0.959925599506081,1
"GO:0031592","CC","centrosomal corona",1,1,0.959925720543429,1
"GO:0008424","MF","glycoprotein 6-alpha-L-fucosyltransferase activity",1,1,0.95992656679169,1
"GO:0046921","MF","alpha-(1->6)-fucosyltransferase activity",1,1,0.95992656679169,1
"GO:0000916","BP","actomyosin contractile ring contraction",1,1,0.959927412364306,1
"GO:0019742","BP","pentacyclic triterpenoid metabolic process",1,1,0.95992769407132,1
"GO:0047952","MF","glycerol-3-phosphate dehydrogenase [NAD(P)+] activity",1,1,0.95992797570288,1
"GO:0141152","MF","glycerol-3-phosphate dehydrogenase (NAD+) activity",1,1,0.95992797570288,1
